
DPS Ranking:
111749061 100.0%  Raid
    potion_of_the_old_war        Count= 24.4|  6.07sec  DPE= 231638| 5%  DPET=      0  DPR=   0.0  pDPS=19132  Miss=0.00%  Hit=183021|119284|213008  Crit=373413|243340|434536|26.5%  Parry=1.0%
    rage_of_the_sleeper          Count=  3.5| 96.73sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.3|  9.73sec  DPE= 173197| 4%  DPET=      0  DPR=   0.0  pDPS=15217  Miss=0.00%  Hit=173196|169198|191352
    rake                         Count= 21.2| 14.69sec  DPE= 630203|11%  DPET= 627387  DPR=   0.0  pDPS=44704  Miss=0.00%  Hit=88926|56411|178704  Crit=181406|117335|364556|26.0%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=89711|28|185852  CritTick=182934|57|379139|26.9%  UpTime=94.7%
    rip                          Count=  9.3| 25.94sec  DPE=1405819|11%  DPET=1399550  DPR=   0.0  pDPS=43739  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=75822|964|100965  CritTick=154658|1894|205969|26.9%  UpTime=90.1%
    shred                        Count= 48.8|  6.12sec  DPE= 196639| 8%  DPET= 195761  DPR=   0.0  pDPS=32082  Miss=0.00%  Hit=158481|106244|173970  Crit=323392|216738|354899|26.0%  Parry=3.0%
    swipe_bear                   Count=  5.6| 48.01sec  DPE= 121179| 1%  DPET= 104622  DPR=   0.0  pDPS= 2283  Miss=0.00%  Hit=94907|65621|105385  Crit=193515|133867|214986|26.6%
    thrash_bear                  Count= 35.8|  8.30sec  DPE= 326069|10%  DPET= 267853  DPR=   0.0  pDPS=38987  Miss=0.00%  Hit=169689|107440|225487  Crit=346060|227773|459993|26.8%  TickCount=97  MissTick=0.0%  Tick=31326|7158|42541  CritTick=63907|2870|86783|26.9%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.3 trigger= 84.3 uptime=17.49%  benefit=18%
    bear_form             : start=23.3 refresh=  0.0 interval= 13.0 trigger= 13.0 uptime=61.58%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.6 refresh=  0.0 interval= 12.9 trigger= 13.1 uptime=38.42%  benefit=38%
    collapsing_shadow     : start= 5.5 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime=26.63%  benefit=27%
    dash                  : start= 2.0 refresh=  0.0 interval=186.7 trigger=186.7 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.9 refresh= 45.5 interval=  8.1 trigger=  3.6 uptime=53.41%
    gory_fur              : start= 1.0 refresh=  5.8 interval=  0.0 trigger= 37.6 uptime=85.99%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 44.2 interval=232.9 trigger=  6.5 uptime=97.72%  benefit=98%
    mangle                : start=15.5 refresh=  0.0 interval= 18.2 trigger= 18.2 uptime= 6.54%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.7 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.8 trigger= 96.8 uptime=11.37%  benefit=11%
  Procs:
     15.5 |  18.19sec : gore
  Gains:
    6963899.7 : leech             (health)
    2329326.5 : brambles          (health)
    862539.7 : natures_guardian  (health)
       465.3 : bear_form         (rage)
       780.3 : bear_melee        (rage)
       143.3 : thrash_bear       (rage)
       287.7 : mangle            (rage)
        20.3 : rake              (combo_points)  (overflow=1.3%)
        46.6 : shred             (combo_points)  (overflow=1.6%)
      3086.6 : energy_regen      (energy)  (overflow=38.2%)
        73.8 : energy_refund     (energy)
       290.8 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Obelisk_of_the_Void_885 tauren druid guardian 110
  DPS: 396518.5  DPS-Error=157.5/0.040%  DPS-Range=28529/7.2%  DPS-Convergence=69.0%
  HPS: 26269.6 HPS-Error=44.3/0.2%
  DPR=61066.9  RPS-Out=6.5 RPS-In=6.5  Resource=(rage) Waiting=0.0 ApM=66.9
  DTPS: 1944094.6  DTPS-error=1357.1/0.1% 
  TMI: 1752171.9  TMI-error=3330.2/0.2%  TMI-min=1346196.1  TMI-max=2707694.8 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=32695|31070(31070)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=48960|46527(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=18.98%|18.98%(7116)  speed=18.98%|18.98%  manareg=0|0(0)
  Attack Stats:  power=40800|38772(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=18.98%|18.98%(7116)  speed=18.98%|18.98%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=26.89%|26.22%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.36sec  DPE= 224558| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.3| 12.98sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 99.1|  2.99sec  DPE=  49964| 4%  DPET=  24707  DPR=   0.0  pDPS=16530  Miss=0.00%  Hit=39062|26019|51473  Crit=79667|53080|105005|26.8%
    brambles                     Count=230.3|  1.29sec  DPE=  10135|23%  DPET=      0  DPR=   0.0  pDPS= 7788  Miss=0.00%  Hit=10135|9792|11135
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 2982  Miss=0.00%  Hit=13848|12994|18470  Crit=28241|26508|37679|26.9%
    brambles_reflect             Count=230.2|  1.29sec  DPE=  19664| 4%  DPET=      0  DPR=   0.0  pDPS=15108  Miss=0.00%  Hit=15367|14438|20523  Crit=31351|29454|41867|26.9%
    cat_form                     Count= 21.7| 13.52sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=123.2|  2.41sec  DPE=  37465| 4%  DPET=  46508  DPR=   0.0  pDPS=15420  Miss=0.00%  Hit=29974|20816|32943  Crit=61147|42464|67203|26.9%  Parry=3.0%
    dash                         Count=  2.0|186.70sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.4| 45.17sec  DPE= 523882| 2%  DPET= 521580  DPR=   0.0  pDPS= 7745  Miss=0.00%  Hit=422533|63679|517221  Crit=859434|129906|1055130|26.2%  Parry=3.1%
    leech                        Count=201.8|  1.82sec  DPE=  34608|69%  DPET=      0  DPR=   0.0  pDPS=23376  Miss=0.00%  Hit=34609|  10|164441
    mangle                       Count= 45.2|  6.53sec  DPE= 260716|10%  DPET= 213458  DPR=   0.0  pDPS=39339  Miss=0.00%  Hit=203613|134958|266982  Crit=415295|270121|544644|27.0%
    maul                         Count= 66.2|  4.44sec  DPE=  55477| 3%  DPET=      0  DPR=2773.8  pDPS=12258  Miss=0.00%  Hit=40371|26713|52800  Crit=82408|54495|107712|35.9%
    moonfire                     Count= 36.3|  8.06sec  DPE= 748093|23%  DPET= 612814  DPR=   0.0  pDPS=90664  Miss=0.00%  Hit=103467|47170|284280  Crit=211187|98151|579931|26.9%  TickCount=182  MissTick=0.0%  Tick=49234|63|65807  CritTick=100432|281|134245|26.9%  UpTime=98.3%
    natures_guardian             Count=201.8|  1.82sec  DPE=   4284| 8%  DPET=      0  DPR=   0.0  pDPS= 2894  Miss=0.00%  Hit=4284|   1|20382
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 24.4|  6.02sec  DPE= 232100| 5%  DPET=      0  DPR=   0.0  pDPS=19166  Miss=0.00%  Hit=183014|119284|213008  Crit=373412|243340|434536|26.7%  Parry=1.0%
    rage_of_the_sleeper          Count=  3.5| 96.60sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.4|  9.69sec  DPE= 173416| 4%  DPET=      0  DPR=   0.0  pDPS=15285  Miss=0.00%  Hit=173415|169198|192398
    rake                         Count= 21.2| 14.69sec  DPE= 631078|11%  DPET= 628275  DPR=   0.0  pDPS=44771  Miss=0.00%  Hit=89142|56411|179680  Crit=181521|117335|366548|26.1%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=89833|28|186867  CritTick=183406|57|381210|26.8%  UpTime=94.7%
    rip                          Count=  9.3| 25.98sec  DPE=1405115|11%  DPET=1398891  DPR=   0.0  pDPS=43801  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=75928|143|101517  CritTick=154867|15371|207094|26.8%  UpTime=90.1%
    shred                        Count= 48.9|  6.10sec  DPE= 196705| 8%  DPET= 195824  DPR=   0.0  pDPS=32137  Miss=0.00%  Hit=158702|106244|174736  Crit=323841|216738|356462|25.9%  Parry=3.0%
    swipe_bear                   Count=  5.6| 47.33sec  DPE= 121244| 1%  DPET= 104662  DPR=   0.0  pDPS= 2289  Miss=0.00%  Hit=94958|65621|105849  Crit=193581|133867|215933|26.7%
    thrash_bear                  Count= 35.8|  8.31sec  DPE= 326449|10%  DPET= 268373  DPR=   0.0  pDPS=39025  Miss=0.00%  Hit=169941|109547|226718  Crit=346863|223476|462505|26.7%  TickCount=97  MissTick=0.0%  Tick=31384|1545|42773  CritTick=63986|19691|87257|26.9%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.4 trigger= 84.4 uptime=17.48%  benefit=18%
    bear_form             : start=23.3 refresh=  0.0 interval= 12.9 trigger= 12.9 uptime=61.53%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.7 refresh=  0.0 interval= 12.9 trigger= 13.1 uptime=38.47%  benefit=38%
    collapsing_shadow     : start= 5.4 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime=26.63%  benefit=27%
    dash                  : start= 2.0 refresh=  0.0 interval=186.7 trigger=186.7 uptime=10.17%  benefit=10%
    galactic_guardian     : start=36.8 refresh= 45.4 interval=  8.1 trigger=  3.6 uptime=53.38%
    gory_fur              : start= 1.0 refresh=  5.8 interval=  0.0 trigger= 37.5 uptime=85.93%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 44.2 interval=226.8 trigger=  6.5 uptime=97.72%  benefit=98%
    mangle                : start=15.5 refresh=  0.0 interval= 18.2 trigger= 18.1 uptime= 6.55%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.6 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.7 trigger= 96.7 uptime=11.40%  benefit=11%
  Procs:
     15.6 |  18.15sec : gore
  Gains:
    6983966.9 : leech             (health)
    2333623.6 : brambles          (health)
    864500.9 : natures_guardian  (health)
       465.7 : bear_form         (rage)
       780.3 : bear_melee        (rage)
       143.3 : thrash_bear       (rage)
       287.9 : mangle            (rage)
        20.3 : rake              (combo_points)  (overflow=1.4%)
        46.7 : shred             (combo_points)  (overflow=1.6%)
      3090.1 : energy_regen      (energy)  (overflow=38.2%)
        74.1 : energy_refund     (energy)
       290.4 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Obelisk_of_the_Void_890 tauren druid guardian 110
  DPS: 397190.1  DPS-Error=159.1/0.040%  DPS-Range=30534/7.7%  DPS-Convergence=68.9%
  HPS: 26330.7 HPS-Error=44.5/0.2%
  DPR=61117.2  RPS-Out=6.5 RPS-In=6.5  Resource=(rage) Waiting=0.0 ApM=66.9
  DTPS: 1942232.5  DTPS-error=1350.9/0.1% 
  TMI: 1750770.6  TMI-error=3340.0/0.2%  TMI-min=1333503.8  TMI-max=2814003.3 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=32695|31070(31070)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=48960|46527(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=19.03%|19.03%(7137)  speed=19.03%|19.03%  manareg=0|0(0)
  Attack Stats:  power=40800|38772(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=19.03%|19.03%(7137)  speed=19.03%|19.03%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=26.89%|26.22%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
    ferocious_bite,if=(combo_points>3&target.time_to_die<3)|(combo_points=5&energy>=50&dot.rip.remains>10)|(dot.rip.ticking&target.health.pct<25&combo_points=5&energy>=50)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    rip,if=(!dot.rip.ticking&combo_points=5)|(dot.rip.remains<8&combo_points=5)
    shadowmeld,if=dot.rake.remains<8
    rake,if=dot.rake.remains<8|(combo_points=4&time<10)/shred
  Actions:
    barkskin                     Count=  4.0| 84.35sec  DPE= 224678| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_form                    Count= 23.3| 12.99sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    bear_melee                   Count= 99.2|  2.98sec  DPE=  50023| 4%  DPET=  24749  DPR=   0.0  pDPS=16568  Miss=0.00%  Hit=39111|26019|51713  Crit=79771|53080|105495|26.8%
    brambles                     Count=230.0|  1.30sec  DPE=  10151|23%  DPET=      0  DPR=   0.0  pDPS= 7793  Miss=0.00%  Hit=10151|9792|11199
    brambles_pulse               Count=  0.0|  0.00sec  DPE=      0| 1%  DPET=      0  DPR=   0.0  pDPS= 2986  Miss=0.00%  Hit=13873|12994|18577  Crit=28298|26508|37897|26.8%
    brambles_reflect             Count=230.0|  1.30sec  DPE=  19692| 4%  DPET=      0  DPR=   0.0  pDPS=15115  Miss=0.00%  Hit=15393|14438|20641  Crit=31391|29454|42107|26.9%
    cat_form                     Count= 21.6| 13.54sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    cat_melee                    Count=123.0|  2.42sec  DPE=  37486| 4%  DPET=  46529  DPR=   0.0  pDPS=15412  Miss=0.00%  Hit=30019|20816|33097  Crit=61241|42464|67517|26.8%  Parry=3.0%
    dash                         Count=  2.0|186.69sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    ferocious_bite               Count=  4.4| 44.86sec  DPE= 522641| 2%  DPET= 520382  DPR=   0.0  pDPS= 7696  Miss=0.00%  Hit=421886|63679|520212  Crit=862462|129906|1061232|25.8%  Parry=3.1%
    leech                        Count=201.5|  1.83sec  DPE=  34726|69%  DPET=      0  DPR=   0.0  pDPS=23426  Miss=0.00%  Hit=34726|  19|165392
    mangle                       Count= 45.2|  6.51sec  DPE= 260690|10%  DPET= 213469  DPR=   0.0  pDPS=39369  Miss=0.00%  Hit=203827|134958|268229  Crit=415966|275315|547186|26.8%
    maul                         Count= 66.3|  4.44sec  DPE=  55504| 3%  DPET=      0  DPR=2775.1  pDPS=12277  Miss=0.00%  Hit=40424|26713|53044  Crit=82500|54495|108211|35.8%
    moonfire                     Count= 36.4|  8.06sec  DPE= 748668|23%  DPET= 613406  DPR=   0.0  pDPS=91000  Miss=0.00%  Hit=103677|48113|285924  Crit=211665|98151|583285|26.9%  TickCount=182  MissTick=0.0%  Tick=49316|32|66187  CritTick=100601|225|135022|26.9%  UpTime=98.4%
    natures_guardian             Count=201.5|  1.83sec  DPE=   4306| 9%  DPET=      0  DPR=   0.0  pDPS= 2905  Miss=0.00%  Hit=4306|   2|20500
    potion                       Count=  2.0|  0.00sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    potion_of_the_old_war        Count= 24.4|  6.03sec  DPE= 231847| 5%  DPET=      0  DPR=   0.0  pDPS=19204  Miss=0.00%  Hit=182954|119284|213008  Crit=373167|243340|434536|26.7%  Parry=1.0%
    rage_of_the_sleeper          Count=  3.5| 96.73sec  DPE=      0| 0%  DPET=      0  DPR=   0.0  pDPS=    0
    rage_of_the_sleeper_reflect  Count= 26.3|  9.72sec  DPE= 173571| 4%  DPET=      0  DPR=   0.0  pDPS=15265  Miss=0.00%  Hit=173570|169198|193510
    rake                         Count= 21.2| 14.68sec  DPE= 632213|11%  DPET= 629396  DPR=   0.0  pDPS=44852  Miss=0.00%  Hit=89303|57517|180719  Crit=182270|117335|368667|26.0%  Parry=3.0%  TickCount=96  MissTick=0.0%  Tick=89993|28|187948  CritTick=183626|114|383414|26.8%  UpTime=94.7%
    rip                          Count=  9.3| 26.03sec  DPE=1405228|11%  DPET=1399022  DPR=   0.0  pDPS=43838  Miss=0.00%  Parry=100.0%  TickCount=135  MissTick=0.0%  Tick=76035|964|102104  CritTick=155132|8013|208291|26.8%  UpTime=90.1%
    shred                        Count= 48.8|  6.13sec  DPE= 197137| 8%  DPET= 196255  DPR=   0.0  pDPS=32169  Miss=0.00%  Hit=158932|106244|175552  Crit=324309|216738|358126|26.0%  Parry=3.0%
    swipe_bear                   Count=  5.7| 47.33sec  DPE= 121438| 1%  DPET= 104806  DPR=   0.0  pDPS= 2293  Miss=0.00%  Hit=94983|65621|106343  Crit=193748|133867|216940|26.8%
    thrash_bear                  Count= 35.8|  8.29sec  DPE= 327341|10%  DPET= 269118  DPR=   0.0  pDPS=39146  Miss=0.00%  Hit=170274|109547|228029  Crit=347193|223476|465180|26.9%  TickCount=97  MissTick=0.0%  Tick=31424|723|43020  CritTick=64087|3791|87761|26.9%  UpTime=97.6%
  Constant Buffs: defiled_augmentation/flask_of_the_seventh_demon/seedbattered_fish_plate
  Dynamic Buffs:
    barkskin              : start= 4.0 refresh=  0.0 interval= 84.3 trigger= 84.3 uptime=17.48%  benefit=18%
    bear_form             : start=23.3 refresh=  0.0 interval= 13.0 trigger= 13.0 uptime=61.58%  benefit=62%
    bloodlust             : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime=13.56%  benefit=43%
    cat_form              : start=23.6 refresh=  0.0 interval= 12.9 trigger= 13.1 uptime=38.42%  benefit=38%
    collapsing_shadow     : start= 5.4 refresh=  0.0 interval= 60.4 trigger= 60.4 uptime=26.63%  benefit=27%
    dash                  : start= 2.0 refresh=  0.0 interval=186.7 trigger=186.7 uptime=10.17%  benefit=10%
    galactic_guardian     : start=37.0 refresh= 45.4 interval=  8.1 trigger=  3.6 uptime=53.41%
    gory_fur              : start= 1.0 refresh=  5.8 interval=  0.0 trigger= 37.4 uptime=85.93%  benefit=86%
    guardian_of_elune     : start= 1.0 refresh= 44.2 interval=239.9 trigger=  6.5 uptime=97.72%  benefit=98%
    mangle                : start=15.6 refresh=  0.0 interval= 18.1 trigger= 18.1 uptime= 6.57%  benefit=34%
    potion_of_the_old_war : start= 2.0 refresh=  0.0 interval=113.6 trigger=  0.0 uptime=16.27%  benefit=16%
    prowl                 : start= 1.0 refresh=  0.0 interval=  0.0 trigger=  0.0 uptime= 0.00%  benefit= 1%
    rage_of_the_sleeper   : start= 3.5 refresh=  0.0 interval= 96.8 trigger= 96.8 uptime=11.38%  benefit=11%
  Procs:
     15.6 |  18.07sec : gore
  Gains:
    6997742.6 : leech             (health)
    2335101.9 : brambles          (health)
    867792.1 : natures_guardian  (health)
       465.1 : bear_form         (rage)
       781.1 : bear_melee        (rage)
       143.3 : thrash_bear       (rage)
       288.3 : mangle            (rage)
        20.3 : rake              (combo_points)  (overflow=1.4%)
        46.6 : shred             (combo_points)  (overflow=1.6%)
      3085.9 : energy_regen      (energy)  (overflow=38.3%)
        74.0 : energy_refund     (energy)
       291.3 : galactic_guardian (rage)
  Waiting: 0.00%
Player: Obelisk_of_the_Void_895 tauren druid guardian 110
  DPS: 397976.8  DPS-Error=159.7/0.040%  DPS-Range=32476/8.2%  DPS-Convergence=69.5%
  HPS: 26314.4 HPS-Error=44.1/0.2%
  DPR=61231.6  RPS-Out=6.5 RPS-In=6.5  Resource=(rage) Waiting=0.0 ApM=66.9
  DTPS: 1941761.5  DTPS-error=1359.2/0.1% 
  TMI: 1748705.9  TMI-error=3337.1/0.2%  TMI-min=1311751.5  TMI-max=2674775.4 
  Origin: https://us.api.battle.net/wow/character/wyrmrest-accord/vorem/advanced
  Talents: http://us.battle.net/wow/en/tool/talent-calculator#Ub!0010210
  Artifact: 57:0:0:0:0:948:3:949:3:950:3:951:3:952:3:953:3:954:3:955:3:956:3:957:1:958:1:959:1:960:1:961:1:962:1:979:1:1334:1:1366:20
  Core Stats:    strength=4726|4401(4401)  agility=32695|31070(31070)  stamina=15837|15837(10604)  intellect=7651|7326(7326)  spirit=0|0(0)  health=950220|1068000  mana=704000|704000
  Generic Stats: mastery=12.40%|12.40%(6716)  versatility=13.42%|12.63%(6000)  leech=0.00%|0.00%(0)  runspeed=10.15%|8.05%(0)
  Spell Stats:   power=48960|46527(0)  hit=15.00%|15.00%(0)  crit=26.87%|26.87%(6748)  haste=19.09%|19.09%(7158)  speed=19.09%|19.09%  manareg=0|0(0)
  Attack Stats:  power=40800|38772(0)  hit=7.50%|7.50%(0)  crit=26.87%|26.87%(6748)  expertise=7.50%/7.50%|7.50%/7.50%(0)  haste=19.09%|19.09%(7158)  speed=19.09%|19.09%
  Defense Stats: armor=0|0(0) miss=3.00%|3.00%  dodge=26.89%|26.22%(0)  parry=0.00%|0.00%(0)  block=0.00%|0.00%(0) crit=0.00%|0.00%  versatility=6.71%|6.32%(6000)
  Priorities (actions.precombat):
    flask,type=flask_of_the_seventh_demon/food,type=seedbattered_fish_plate
    augmentation,type=defiled/cat_form/prowl/snapshot_stats/potion,name=old_war
  Priorities:
    auto_attack/use_item,slot=trinket1
    potion,name=old_war,if=buff.rage_of_the_sleeper.up
    call_action_list,name=cat,if=(cooldown.thrash_bear.remains>0&cooldown.mangle.remains>0&buff.rage_of_the_sleeper.down&buff.incarnation.down&buff.galactic_guardian.down)|(buff.cat_form.up&energy>20)|(dot.rip.ticking&dot.rip.remains<3&target.health.pct<25)
    call_action_list,name=bear
  Priorities (actions.bear):
    bear_form/incarnation/barkskin,if=talent.brambles.enabled
    berserking,if=buff.rage_of_the_sleeper.up
    moonfire,if=!dot.moonfire.ticking&(talent.incarnation.enabled|talent.soul_of_the_forest.enabled)
    lunar_beam,if=(dot.rip.remains>10&buff.bear_form.up)
    rage_of_the_sleeper,if=(dot.rip.remains>10&buff.bear_form.up)
    thrash_bear,if=(buff.incarnation.up=1&dot.thrash_bear.remains<=2)|talent.rend_and_tear.enabled&dot.thrash_bear.stack<3|talent.rend_and_tear.enabled&equipped.137067&dot.thrash_bear.stack<5|equipped.137056
    maul/mangle/thrash_bear/moonfire,if=buff.galactic_guardian.up/swipe_bear
  Priorities (actions.cat):
    dash,if=buff.cat_form.down/cat_form,if=buff.cat_form.down
